"u_par","phi_LM_max","phi_LM_min","A_LM_50pc","K_LM","u_clin","phi_D_max","phi_D_min","A_D_50pc","K_D","A_d_PCR_50pc","K_d_PCR","d_PCR_max","d_LM","P_MI","d_MI","loglike"
42.5248,0.975887,0.0122228,17.8465,3.13986,5.70812,0.940348,0.0182547,20.9388,6.27629,9.9471,3.52805,52.5573,15.3288,0.462735,68.6586,-9551.53
46.4301,0.940137,0.0120083,17.4361,3.27921,3.13247,0.98232,0.00569978,22.3191,2.64046,11.8186,3.98435,49.269,15.0295,0.198555,77.2103,-9554.52
44.9278,0.953742,0.00953562,16.3855,2.93327,2.92415,0.863319,0.00827315,24.6248,4.57857,10.3632,4.45222,46.3586,16.4744,0.0993155,57.9647,-9547.66
41.4436,0.989933,0.0119124,17.7887,3.09075,2.99168,0.772122,0.0119361,28.4433,7.19644,11.8717,4.34491,35.0944,15.5771,0.322754,39.179,-9553.29
47.6995,0.946948,0.0110159,16.8253,3.20226,3.70486,0.939115,0.0122771,24.7932,5.61502,11.0659,3.53181,51.5483,16.2948,0.465548,47.6844,-9546.98
43.4514,0.930131,0.0172036,17.9443,3.43439,6.14349,0.933525,0.0166787,21.9643,5.47113,10.7491,3.98513,50.7804,16.4801,0.194612,123.627,-9544.67
49.2826,0.903425,0.0157322,17.0973,3.43463,4.71372,0.965795,0.0193799,23.4478,6.41942,12.6702,4.02339,38.2609,15.5247,0.266517,112.979,-9548.26
44.5078,0.891592,0.0155079,17.4018,3.199,5.42304,0.955565,0.00463511,23.0018,8.42509,9.49288,5.08245,54.5183,17.71,0.33076,85.6151,-9553.93
41.4633,0.934215,0.0121702,17.9891,3.1542,3.58995,0.969464,0.0121782,24.6707,4.50075,8.64522,3.38256,72.971,16.771,0.311521,35.3748,-9547.61
39.0414,0.910146,0.00981024,18.608,3.09387,3.33293,0.902372,0.00657219,29.0643,7.22947,11.692,2.74946,35.9372,15.491,0.314969,90.97,-9554.06
45.107,0.982968,0.0198052,17.124,3.50377,4.84295,0.834877,0.00748524,23.6135,3.85002,11.1072,6.75391,47.6526,16.2913,0.217915,54.6826,-9551.69
42.7681,0.972266,0.0156724,17.7441,3.42836,4.37399,0.956559,0.00277145,23.4516,6.18873,8.05538,5.58734,56.4667,17.7432,0.310711,51.7466,-9550.99
42.0829,0.919887,0.0142197,17.3743,3.17177,3.38673,0.957638,0.0107309,25.066,5.98951,12.4655,5.26265,32.5694,16.0808,0.329158,36.1451,-9553.17
44.7185,0.922311,0.0130882,16.9602,3.14894,4.07691,0.931022,0.0132872,24.004,4.92272,12.143,3.65879,56.3122,17.8023,0.225026,70.1887,-9543.25
45.573,0.922897,0.0219253,18.7617,3.80989,5.10854,0.984024,0.0218589,20.6353,5.60107,11.6062,6.12322,43.5121,15.2482,0.397891,60.2623,-9557.33
40.8025,0.967077,0.0128543,17.2228,3.08857,4.76974,0.941997,0.0089522,21.2248,3.90926,7.96071,3.48968,55.5042,16.9819,0.407646,47.0931,-9544.9
36.5189,0.953509,0.00985527,17.6092,2.77869,3.74681,0.942,0.00625693,31.3347,6.89959,11.9592,3.77998,44.572,17.1422,0.270556,104.308,-9552.99
47.074,0.930759,0.00852153,16.4969,3.02263,3.47069,0.844933,0.0144241,28.4981,5.90386,9.76495,5.04561,52.3969,17.7405,0.202581,95.654,-9552.75
53.1242,0.963053,0.0119664,14.7567,3.17266,3.94219,0.891797,0.00603176,23.6203,4.04294,9.48822,2.88488,50.083,18.1388,0.177948,57.8593,-9551.42
43.7498,0.992111,0.0140021,17.3023,3.24581,4.55666,0.882325,0.0166869,21.597,3.58809,9.85093,4.04865,65.3522,16.3865,0.178682,62.5067,-9548.15
41.8192,0.91132,0.0206377,19.3528,3.92164,3.47187,0.913781,0.00984416,25.6287,5.01824,12.4276,5.08461,50.8411,16.7471,0.151872,47.4513,-9557.37
40.9531,0.981076,0.0168053,17.4029,3.39122,4.64087,0.863019,0.0134941,23.7309,5.03673,8.50392,3.2579,69.0552,18.0078,0.326785,51.8529,-9546.23
47.2997,0.891256,0.0121951,17.4945,3.20279,2.64794,0.957504,0.0148566,26.23,4.91957,12.6493,4.90937,43.0072,16.2994,0.47792,53.9353,-9548.45
39.3962,0.903266,0.00732603,17.0909,2.82963,5.49033,0.950503,0.00809577,21.4864,4.50756,9.5764,3.85007,53.9887,18.716,0.433024,41.9298,-9550.1
43.7108,0.900352,0.00930787,17.82,3.13891,3.8492,0.91415,0.011013,24.473,8.77182,11.3202,3.80424,44.2446,16.6732,0.236548,36.8864,-9550.84
44.317,0.962401,0.0098546,16.2896,2.86944,3.20597,0.908143,0.00792681,27.1876,3.99519,8.91609,3.98953,46.5732,16.9175,0.155723,64.0009,-9551.61
48.5657,0.872528,0.0142114,17.5834,3.43131,4.2516,0.977514,0.00402444,26.767,5.55804,8.61205,4.16229,40.7969,15.1605,0.273416,143.65,-9557.52
48.3892,0.946995,0.0214712,17.4465,3.79692,4.57073,0.976813,0.00528328,25.2399,6.10576,12.5774,4.59334,49.8846,16.5739,0.240062,129.84,-9550.09
43.3175,0.88364,0.0167801,18.4027,3.38594,5.18336,0.957429,0.0187732,22.9831,6.61857,10.5963,4.53836,65.1558,18.314,0.168241,118.252,-9553.65
42.5681,0.930214,0.0159374,17.6047,3.36663,4.50305,0.906903,0.00558018,24.358,4.71152,9.95699,2.69514,50.0004,17.7928,0.272252,75.5343,-9550.83
37.002,0.947721,0.0126069,17.7408,2.83613,3.92985,0.924328,0.0136545,23.4445,4.57786,9.64679,7.27972,66.0418,17.0697,0.402528,39.0605,-9554.51
48.3258,0.908816,0.0127067,17.2949,3.25638,4.24281,0.988151,0.00753923,25.6521,5.64872,9.15636,5.29818,59.9841,16.4516,0.220762,108.68,-9555.4
45.43,0.941564,0.0116155,16.3091,3.10273,4.37315,0.906813,0.0102627,24.9537,5.15934,8.96102,3.09151,43.0639,17.1216,0.413869,62.5494,-9551.37
38.7291,0.88463,0.011826,18.5405,3.12002,4.16399,0.918558,0.0132855,21.0041,4.36278,10.8523,2.87777,42.4255,17.5946,0.379675,44.9755,-9556.05
51.9239,0.952435,0.0160723,16.0171,3.4115,3.68986,0.930389,0.0197705,18.1738,3.23306,14.2138,4.79632,27.412,17.4055,0.694168,32.5399,-9557.04
41.6829,0.973802,0.0082899,17.2439,2.85229,6.31899,0.968123,0.0210734,20.7049,6.65559,8.79943,2.30771,46.1554,16.4701,0.0917932,77.3842,-9557.18
45.8455,0.929867,0.0162794,16.7892,3.28303,3.45661,0.86073,0.0116966,21.9483,3.85971,11.1909,3.58759,50.6942,15.8378,0.146794,37.1322,-9554.75
41.8807,0.862424,0.0192846,18.8895,3.75765,2.42451,0.96322,0.0138212,28.9326,5.71196,15.8861,3.64495,45.1736,17.2237,0.366285,33.9831,-9560.11
45.8394,0.949061,0.0144846,17.5747,3.34071,4.02864,0.938444,0.0130588,23.7041,7.68994,9.5571,3.03432,35.4735,15.1374,0.219553,76.46,-9552.02
46.4828,0.938563,0.0122979,16.6906,3.21706,4.80163,0.955849,0.0113997,23.6904,5.19318,8.62551,4.78321,73.9936,17.1811,0.386986,47.2499,-9544.8
46.9925,0.887611,0.0157608,17.5507,3.34827,5.31265,0.899357,0.0110021,24.7331,5.23268,11.6762,3.91881,34.3788,15.9059,0.599764,38.3643,-9554.38
38.1989,0.916404,0.0174914,19.1779,3.19138,3.8187,0.981333,0.00900695,24.0405,3.91894,7.23656,6.91304,78.3167,16.8384,0.727726,25.7521,-9561.9
47.3247,0.975697,0.0145406,17.1116,3.38867,4.4318,0.871357,0.00577352,25.8364,8.04009,6.0607,3.74671,81.5892,16.1108,0.272708,30.5218,-9553.25
45.8519,0.986314,0.0204517,17.1529,3.4325,5.3758,0.993017,0.0262696,18.3378,3.38115,11.7132,3.85005,54.6364,16.1163,0.578779,37.2306,-9553.69
46.9881,0.956998,0.0120646,17.1562,3.22079,4.51873,0.967616,0.0148934,21.5131,4.30223,9.00522,4.32113,58.6359,15.5968,0.476631,36.1957,-9548.95
50.3212,0.982429,0.0199854,16.6467,3.51852,4.34633,0.90978,0.0222551,21.4428,3.89445,12.7403,3.66606,44.7549,15.8025,0.446134,70.4473,-9552.66
42.9632,0.946003,0.0138127,17.7719,3.25601,3.78339,0.98634,0.0289763,20.4647,6.02581,8.41938,3.44688,56.3189,17.193,0.358407,36.2757,-9549.65
42.4559,0.971082,0.011454,16.8869,2.98247,3.35049,0.967361,0.0130841,25.0335,5.02697,7.34294,3.36565,79.7441,16.3997,0.624539,18.1281,-9546.86
42.6459,0.957864,0.0154557,17.2375,3.06546,3.79613,0.987004,0.0222357,23.0331,5.73119,9.40188,6.67106,50.0154,15.8774,0.287232,32.6678,-9558.69
49.9499,0.937104,0.0174824,16.4664,3.27807,4.55887,0.978213,0.0245896,20.2564,6.13562,8.05385,3.63967,72.4594,16.4725,0.211081,23.1645,-9552.05
38.7917,0.935971,0.0121272,17.6087,3.0393,4.34882,0.969384,0.0129828,23.4881,5.86363,9.8982,7.06937,84.417,18.1505,0.566291,25.3184,-9551.09
41.9924,0.922878,0.0164806,17.647,3.17013,4.87766,0.933801,0.0189186,21.2269,4.8709,7.92819,2.77419,55.9092,16.5859,0.372956,40.5422,-9550.95
36.2578,0.947651,0.0113438,18.2083,2.95094,3.84755,0.96591,0.00982539,25.0984,5.56458,10.3042,3.94619,44.3524,17.2979,0.147151,45.575,-9549.99
40.8924,0.901381,0.0103572,18.8114,3.27062,4.18398,0.923987,0.0123936,23.2931,4.20714,8.60784,3.12739,40.9129,16.2231,0.279084,50.4958,-9554.19
43.1266,0.897102,0.0169081,18.4197,3.57095,4.77594,0.938321,0.00449897,28.2654,8.22814,9.3332,3.87788,50.477,16.9599,0.313257,101.44,-9550.75
40.5605,0.940571,0.0149334,17.9759,3.34803,4.35411,0.94764,0.0105063,22.6913,4.34079,13.7526,3.85948,46.3205,18.1194,0.0806853,132.281,-9554.12
47.4351,0.973074,0.015061,15.9109,3.18856,6.01787,0.948638,0.00755154,22.37,4.71564,12.8849,6.82301,53.7212,17.6353,0.251135,134.907,-9548.08
46.7373,0.92366,0.0099278,16.3337,3.03336,4.60661,0.975098,0.0185887,22.3164,7.18345,8.92338,2.99898,48.9626,16.9309,0.31091,95.4776,-9550.51
41.4821,0.966428,0.0123978,17.1888,3.06327,5.31137,0.955705,0.0177564,23.4946,5.61581,11.5955,2.83102,38.2929,16.6049,0.130156,129.967,-9551.79
43.4623,0.972668,0.013732,17.0494,3.09475,4.40363,0.979184,0.0172598,20.7035,5.77737,11.0688,4.5027,45.5477,16.2431,0.177693,52.4874,-9543.64
46.5011,0.946196,0.0127515,17.2302,3.20993,4.04874,0.932131,0.00876962,22.9362,3.64484,10.74,4.22863,35.542,14.6714,0.134452,83.0564,-9551.69
46.5801,0.937016,0.0151335,15.234,3.04151,4.5518,0.932181,0.0101758,21.656,3.73133,8.31948,3.96036,65.6828,19.6848,0.264801,70.1808,-9549.99
46.2622,0.955044,0.0113907,15.6365,2.9376,3.71887,0.949292,0.0150828,24.5472,8.31011,10.2448,4.2928,51.2959,16.7119,0.474767,53.7507,-9550.66
42.5569,0.95621,0.0101072,17.098,2.96,3.51997,0.936959,0.0105565,25.1673,6.30167,8.79367,4.77314,63.2291,16.6854,0.226521,86.1452,-9551.66
45.6622,0.953708,0.0154355,17.7141,3.29882,2.52491,0.867285,0.0153266,25.495,3.91321,11.3068,4.66107,46.4416,14.7718,0.386304,58.5651,-9552.61
38.7388,0.958678,0.0117484,18.168,2.9681,4.49517,0.911679,0.00816813,25.9455,4.32061,10.7153,4.15972,48.3634,15.9128,0.416329,54.1989,-9548.83
51.7367,0.967284,0.0135747,15.5766,3.2657,3.58958,0.968625,0.0152067,24.0722,7.74606,9.95219,4.73399,55.6604,16.839,0.21924,48.0519,-9545.25
43.5858,0.984282,0.0103183,16.8464,3.07591,4.47352,0.958808,0.0105006,23.6397,5.56133,9.31186,4.50222,41.1808,17.5969,0.256866,60.921,-9548.72
45.5418,0.933562,0.0156759,16.4819,3.24104,4.38146,0.938989,0.00869154,23.9176,6.96039,6.51417,2.9138,69.2406,17.6947,0.30056,38.3662,-9552.22
42.3791,0.974328,0.0144926,18.5146,3.33341,4.64223,0.965723,0.0163081,23.3627,7.5478,8.74533,4.93176,60.3336,15.3688,0.216325,63.4163,-9551.54
41.4785,0.95893,0.0128927,16.5688,3.04259,5.00801,0.958093,0.0121212,20.4964,4.10137,9.5545,3.30594,65.9502,18.6631,0.287762,48.0025,-9545.9
40.0759,0.914364,0.0124351,18.302,3.15789,3.70764,0.822127,0.0147229,28.4425,7.2373,12.3574,3.82504,33.609,16.1601,0.41543,66.1821,-9553.24
38.973,0.818708,0.0100931,19.0588,3.04785,5.29412,0.962014,0.00961573,29.0938,6.31673,9.68835,4.04357,40.5778,16.1953,0.176849,144.712,-9555.7
38.54,0.850199,0.0128074,19.771,3.2979,4.58759,0.917701,0.00830713,25.6693,3.578,15.6139,4.00081,35.7985,17.3664,0.418583,105.063,-9554.58
42.3031,0.986647,0.0139007,17.9142,3.31839,4.32564,0.934707,0.00861985,24.704,4.42007,11.6914,4.94013,43.592,15.6416,0.236924,126.915,-9559.42
38.7138,0.918781,0.0111537,18.5067,3.07257,6.76614,0.972761,0.00356803,23.1722,5.00633,10.8388,2.73422,46.0933,16.5326,0.285291,128.73,-9551.19
40.7067,0.916915,0.0111126,18.3784,2.98559,3.60254,0.925707,0.00985003,25.1517,5.64688,11.6559,3.24413,42.8573,15.5234,0.238571,97.5677,-9551.34
39.2247,0.930548,0.015691,18.1495,3.42879,3.68282,0.95948,0.00945774,24.6137,5.40812,9.00763,4.49498,85.2821,18.378,0.287306,49.2976,-9550.24
38.8408,0.867414,0.0141008,18.5347,3.33106,4.28758,0.991035,0.0220588,24.7215,8.66091,8.20286,3.38126,57.3842,18.9775,0.0516746,64.7295,-9555.48
47.932,0.919219,0.0128318,16.4605,3.21306,3.45937,0.958048,0.0167532,25.5859,6.44462,7.34106,3.55668,48.986,17.6343,0.288192,48.8434,-9552.43
37.9435,0.945309,0.0144361,17.6483,3.11694,5.29942,0.905525,0.0129022,25.7388,8.13993,10.6716,3.69738,54.5168,18.0164,0.205699,104.761,-9556.17
42.6412,0.89207,0.0142339,17.6719,3.22528,3.88427,0.910978,0.0134311,26.4517,5.33509,9.35447,3.44779,58.4299,17.3261,0.198518,56.7118,-9544.5
45.9871,0.957895,0.0180553,16.9582,3.51327,4.56086,0.947224,0.0166782,21.8218,4.78021,9.84707,4.68986,78.8358,17.5851,0.215415,44.1424,-9548.49
44.9403,0.946102,0.00766865,16.0345,2.789,4.04844,0.986077,0.0135083,25.254,6.93359,11.3583,3.82258,49.1549,18.1458,0.477248,64.5096,-9552.5
49.1057,0.970986,0.00930138,16.1599,3.14578,3.77548,0.904307,0.00907366,25.3055,3.99418,8.89203,3.15309,48.8471,17.4871,0.530046,35.3964,-9551.26
35.9793,0.906743,0.0142427,20.01,3.18354,3.72693,0.89638,0.0111521,25.0628,5.41576,10.2377,5.47952,40.0524,15.6729,0.195297,34.2114,-9557.25
41.0718,0.982322,0.0110054,17.1133,2.88612,3.86445,0.962047,0.019057,22.5643,4.34069,11.8924,3.83989,41.6867,15.4448,0.242403,69.0386,-9547.23
44.0928,0.911734,0.0168067,17.8314,3.40949,4.44812,0.952807,0.0134856,23.7581,6.18196,9.37441,3.93103,40.0834,16.6598,0.333712,86.1598,-9551.45
42.9514,0.957146,0.0142198,16.7744,3.20432,4.02355,0.873355,0.0151372,24.8141,4.34958,8.46427,4.17216,71.738,17.1923,0.350775,43.7315,-9546.66
39.943,0.928553,0.015168,18.3797,3.39748,4.14621,0.992096,0.00956494,23.6752,4.50398,11.1519,4.07969,45.0343,18.5809,0.158335,65.0668,-9547.35
48.2962,0.865529,0.0130564,17.3039,3.4429,3.60069,0.953783,0.0109805,25.4804,5.78231,13.8247,3.84279,37.8001,16.8448,0.395097,59.052,-9550.16
49.2973,0.973977,0.0139187,16.3675,3.15613,3.48474,0.937019,0.010642,19.7926,2.91355,7.80244,4.34929,61.8907,15.446,0.12492,30.5365,-9550.99
47.3477,0.950736,0.0122,17.0598,3.25598,5.12813,0.904614,0.00785915,23.8224,5.15727,7.37328,3.52606,76.972,15.5569,0.743241,32.4931,-9554.91
49.0089,0.904141,0.0149682,16.6217,3.30206,3.89798,0.91479,0.00880772,25.3353,4.78761,9.3865,3.26795,39.5789,15.7689,0.308705,53.237,-9551.24
41.8983,0.93849,0.00714256,16.7157,2.83187,4.57895,0.943829,0.0129137,22.098,4.74345,9.45337,5.21844,52.6145,17.3526,0.231806,48.0794,-9551.47
42.3612,0.935235,0.0116897,17.2655,2.92593,3.00177,0.960988,0.0115563,24.5765,5.5267,7.73783,4.79414,60.0163,15.2523,0.226742,62.9653,-9555.26
46.322,0.980928,0.0149388,16.2038,3.28343,4.61568,0.936073,0.00962589,21.5609,4.17835,8.30671,3.26335,58.151,16.9819,0.359858,40.9269,-9547.84
50.5294,0.867971,0.0137089,17.1565,3.53712,3.98298,0.939732,0.0160315,22.5407,4.62522,7.28436,2.72334,53.5619,16.5879,0.221586,59.0603,-9552.51
42.7877,0.908509,0.0131628,18.0766,3.30222,4.07483,0.859933,0.00803408,25.711,4.94321,11.0039,3.26586,42.8894,16.4169,0.316016,33.6102,-9548.86
44.5449,0.906676,0.0124143,17.5932,3.21338,3.87443,0.94817,0.0145792,23.5784,6.89715,9.73373,3.20794,47.7635,16.4636,0.371084,55.2521,-9543.16
42.3002,0.925763,0.0121851,18.3454,3.2185,4.51319,0.994546,0.0129152,25.0089,6.84084,10.444,5.53881,44.3215,14.9415,0.536056,34.572,-9554.37
45.819,0.957452,0.0122068,16.8949,3.14551,4.39479,0.930652,0.0109178,19.6674,3.64772,7.45208,3.07764,67.163,16.5786,0.224423,53.0285,-9545.92
41.3757,0.831411,0.0208686,20.1865,3.96129,4.01386,0.970216,0.00720087,25.0895,4.51096,17.5508,4.6908,28.7675,17.0697,0.308009,95.5789,-9557.12
42.9839,0.941188,0.0121341,17.3889,3.16202,4.14794,0.959674,0.0100393,24.2246,4.15781,10.1817,3.62545,43.7589,16.9017,0.167622,112.988,-9547.33
45.0205,0.980358,0.0134556,16.4453,3.19645,4.1906,0.968436,0.0138813,24.4567,4.1186,9.75265,2.61657,46.4354,17.5586,0.20146,149.854,-9546.13
41.8249,0.870701,0.0117856,18.8973,3.22478,3.1675,0.959628,0.0108321,24.8279,4.13738,10.7579,4.41478,51.7777,16.4021,0.539599,18.7216,-9549.6
39.3431,0.921135,0.00837363,17.4699,2.91388,4.12114,0.913302,0.0144958,24.3902,4.80186,8.70503,4.1858,66.084,18.1123,0.409826,61.4238,-9549.2
47.2499,0.97323,0.012482,16.2318,3.16826,3.46253,0.941945,0.00839062,24.168,4.7606,7.9857,4.65029,63.1206,16.7215,0.390705,60.8736,-9545.67
44.4143,0.95377,0.0161802,16.9938,3.36561,4.1298,0.980284,0.0156187,24.2414,5.34315,8.54803,3.04839,62.5027,16.6934,0.116121,117.674,-9549.75
42.5119,0.794881,0.0136371,19.1404,3.48544,4.99428,0.980824,0.0187771,21.2043,4.08982,10.3958,3.77535,52.3824,18.6258,0.392239,75.1379,-9557.33
41.0689,0.938267,0.0163938,18.4298,3.30947,4.28968,0.917125,0.00657498,26.8893,8.33308,7.56561,2.65056,57.403,16.225,0.189091,105.687,-9552.29
51.9062,0.947105,0.00972396,15.5943,3.13114,3.11845,0.958854,0.0174566,21.6339,2.88295,7.03826,3.08929,80.5142,18.0573,0.632162,24.7482,-9561.56
40.4936,0.969966,0.0116257,16.4709,2.9956,3.30367,0.893035,0.00694127,26.7969,5.68823,10.6087,6.35688,67.4896,18.4604,0.217403,64.1244,-9550.11
35.7457,0.939337,0.00932205,18.4562,2.92285,5.2756,0.971182,0.015178,23.5486,7.977,9.89105,3.6378,50.8308,17.0921,0.168616,67.0056,-9552.85
44.6271,0.996803,0.00724761,15.4928,2.7539,4.29318,0.968504,0.0176005,23.4769,5.92033,11.3914,4.36266,68.8871,17.3212,0.107068,51.2261,-9554.48
46.8329,0.923995,0.0139824,16.6915,3.12416,4.61186,0.985619,0.00971814,22.1682,4.10951,10.9685,4.26271,51.0189,16.0055,0.317591,55.0125,-9551.55
45.8101,0.974821,0.0137158,16.1612,3.22687,4.09988,0.960371,0.0209304,21.0503,8.01684,12.1314,4.59279,45.5585,19.5307,0.351881,49.6777,-9554.41
41.3576,0.937068,0.0181638,17.8589,3.25129,4.05798,0.96885,0.0113683,24.2656,7.03678,7.74582,4.56929,53.3075,16.6152,0.243713,40.1705,-9551.2
38.4544,0.946905,0.0123391,17.8104,3.0083,6.15447,0.974618,0.00784668,22.7216,7.43609,6.37237,3.11285,81.7509,17.6744,0.180446,92.3802,-9548.55
41.3944,0.970307,0.0099988,17.1827,2.94118,3.34401,0.94887,0.0140265,22.8155,4.09082,9.64959,3.68364,59.7397,17.1842,0.284709,46.9835,-9545.52
36.4016,0.941117,0.00921799,16.5222,2.70646,3.56594,0.928053,0.00989205,25.9952,6.11235,10.3837,3.60438,52.7908,19.03,0.662234,32.4621,-9550.19
41.9275,0.968689,0.0133622,17.1277,2.97335,4.14369,0.988631,0.016202,19.8789,4.5147,10.9066,3.30726,33.2177,15.5684,0.301346,31.3943,-9553.29
39.949,0.901257,0.0112644,16.7156,2.84966,3.3756,0.899064,0.0150316,25.6959,4.37819,8.14135,3.22803,54.2424,17.5374,0.327329,34.9576,-9553.55
45.0592,0.923514,0.0164525,18.1877,3.44402,5.31901,0.991004,0.0156958,20.2457,6.8817,6.81799,2.74164,65.2302,16.4316,0.162794,89.84,-9547.62
38.6332,0.955283,0.0162934,17.1442,3.0642,4.3534,0.960577,0.0142316,22.7491,5.2151,8.64445,4.1985,72.4564,19.7179,0.245782,76.3758,-9555.01
39.6567,0.894166,0.0138604,19.4119,3.34475,5.08379,0.942072,0.0146699,21.9017,4.85657,8.82044,4.02875,42.5746,16.4299,0.292706,33.304,-9548.97
40.0738,0.875831,0.0114399,18.3365,3.14931,4.85272,0.864367,0.00604523,26.0041,6.05747,11.1668,3.88211,44.7,16.9181,0.329159,28.3015,-9555.64
43.7908,0.937355,0.00990154,17.2052,3.07555,4.57062,0.98848,0.00745718,25.015,6.24678,12.5825,4.21894,33.6397,16.7678,0.310901,89.3455,-9553.22
42.2927,0.861517,0.0136654,18.5272,3.39626,4.46202,0.996339,0.0113794,24.9777,6.40172,10.9429,4.71398,57.8427,17.7238,0.179569,121.515,-9548.44
43.9687,0.893388,0.00674998,17.2815,2.87303,3.50674,0.913351,0.00857823,26.4908,5.0976,9.28883,5.26915,67.2377,16.8649,0.404835,44.7026,-9555.92
39.7615,0.994179,0.0137767,18.036,3.13562,3.66767,0.966475,0.0103509,22.8138,5.40398,11.2268,5.98772,57.1013,15.9736,0.236645,45.2892,-9550.5
44.345,0.90664,0.00804382,16.8118,2.93777,2.69664,0.946989,0.0111582,26.2257,5.08658,16.9808,4.99725,32.7791,16.2615,0.189861,63.6613,-9555.49
39.5685,0.890814,0.0153006,18.6784,3.36868,4.19833,0.925214,0.012573,27.3584,7.64528,9.71471,4.40249,60.4971,17.3554,0.481345,32.5517,-9554.52
44.447,0.911988,0.0106205,17.4489,3.13487,3.18148,0.927842,0.00790747,26.9085,5.2743,11.4037,5.8989,39.9262,17.1945,0.365083,58.0163,-9546.77
46.4736,0.891894,0.0118083,17.4086,3.29272,4.19844,0.927782,0.0153611,24.9952,5.49773,7.55815,3.0007,42.5946,16.3537,0.435397,49.8446,-9549.44
43.9685,0.951797,0.0165409,18.1898,3.73741,3.92183,0.977865,0.009238,22.9828,5.89899,7.67906,3.28347,69.378,17.237,0.377215,38.1408,-9548.39
46.2552,0.917872,0.0179929,17.5984,3.52893,4.80191,0.886161,0.0126345,24.9149,4.24383,11.7792,3.40454,55.7914,17.2832,0.29149,50.8936,-9548.02
39.4964,0.885988,0.00857961,18.51,2.95542,3.23428,0.875454,0.00750468,26.9935,4.7379,9.46317,4.27198,55.2044,17.2058,0.210972,58.8548,-9548.29
42.1734,0.950893,0.0132515,17.0013,3.16374,5.10816,0.906075,0.0150016,23.4286,7.04406,8.36167,4.19851,81.5717,18.2107,0.19772,65.431,-9552.38
44.8625,0.963336,0.0101769,15.267,2.80694,3.08208,0.941626,0.0189838,21.3204,4.2196,9.11137,3.21704,61.2827,18.5043,0.243975,29.1044,-9549.83
43.6789,0.947263,0.0100676,16.0664,2.91625,4.55397,0.816741,0.0193053,26.7836,6.39558,9.22547,4.94341,46.9028,17.8176,0.192244,52.9086,-9555.7
43.6372,0.904324,0.0153918,18.7629,3.41601,3.41378,0.957879,0.0297632,20.1609,3.86572,13.4275,5.56037,46.0724,16.8725,0.239303,52.0253,-9560.64
49.517,0.911258,0.0169816,17.2103,3.73616,3.65666,0.859234,0.00941394,24.3143,5.85745,6.87096,2.40723,57.0576,16.9503,0.0840706,58.3419,-9557.36
46.6431,0.935939,0.0130381,17.519,3.39768,4.26205,0.965653,0.0112241,25.4328,6.27333,9.45199,3.31818,62.4979,16.9499,0.459624,34.6407,-9548.43
43.5246,0.904287,0.0189221,18.8468,3.78802,3.71519,0.864143,0.00928357,26.3866,6.4076,9.64221,3.55761,57.2664,16.4481,0.280327,29.5689,-9546.26
44.2704,0.924285,0.0130336,17.6159,3.35169,5.72726,0.950439,0.0187366,21.9709,5.30501,9.31414,3.21197,61.9619,16.9703,0.344209,40.0751,-9551.74
56.0303,0.965555,0.0193544,15.8071,3.85307,3.22361,0.976781,0.00536595,24.7022,6.90297,8.87753,4.33137,57.2078,17.4852,0.391688,30.9459,-9551.88
51.2453,0.939551,0.0147553,17.0281,3.7551,4.72761,0.969086,0.00967268,24,6.38192,8.09324,3.44098,55.0321,16.0986,0.355159,84.3026,-9558.86
44.1011,0.962971,0.0138287,16.1682,3.09031,4.20265,0.952029,0.011016,19.5444,2.99918,7.79668,2.86313,57.8543,17.7392,0.33516,33.3921,-9547.63
41.7759,0.92688,0.0112497,16.6787,2.95858,4.12132,0.931577,0.0171811,25.3093,6.51807,9.44691,4.4397,53.393,18.0286,0.33753,53.6257,-9548.9
48.3588,0.882269,0.0147196,17.0159,3.46713,3.43511,0.944089,0.0170296,25.6651,7.3821,8.39738,3.70432,66.5996,17.1497,0.117579,83.6594,-9552.53
36.6292,0.940208,0.0096173,18.2619,2.86849,4.77501,0.922179,0.0105078,23.6329,5.22431,7.73235,3.45328,66.415,16.6506,0.305497,74.1467,-9554.37
38.9282,0.903583,0.0136309,17.4176,2.97336,4.36714,0.879311,0.0106724,25.3534,5.77268,10.4338,4.70947,64.2312,18.2119,0.11089,49.0944,-9549.89
41.7307,0.865686,0.0160979,19.9319,3.63381,2.93714,0.961712,0.0107191,26.5272,6.78045,8.2608,3.17321,62.3644,16.1588,0.42607,57.6005,-9550.96
41.3944,0.986255,0.0144177,18.4254,3.34525,3.80416,0.904976,0.0206567,21.1023,4.61804,9.64491,3.76249,42.4409,14.9247,0.199452,65.5397,-9552.92
40.4462,0.9133,0.0109064,16.951,2.92036,3.34519,0.844617,0.00671727,30.3692,5.25483,8.90729,2.51943,46.1272,17.6264,0.203901,102.488,-9553.21
44.1491,0.930747,0.00912631,16.2846,2.93656,3.50744,0.977842,0.00994338,25.7635,4.38343,7.28361,2.8879,62.4559,18.689,0.112481,141.092,-9551.03
44.7992,0.882886,0.0114471,17.9056,3.15259,4.78875,0.928635,0.00605701,27.8515,5.73775,6.67563,3.55178,49.0069,15.5128,0.204769,145.81,-9552.96
44.3564,0.96951,0.00787312,15.7584,2.82969,3.46532,0.930364,0.00918607,24.4371,3.65101,8.6676,3.02237,58.0401,17.6315,0.233677,67.8369,-9548.86
