"u_par","phi_LM_max","phi_LM_min","A_LM_50pc","K_LM","u_clin","phi_D_max","phi_D_min","A_D_50pc","K_D","A_d_PCR_50pc","K_d_PCR","d_PCR_max","d_LM","P_MI","d_MI","loglike"
51.3316,0.899962,0.0140496,16.8004,3.23995,3.71599,0.965749,0.0175648,22.3105,5.54358,8.1863,3.31605,44.8371,14.9285,0.366436,38.7436,-9551.69
38.4838,0.890933,0.0130536,18.223,2.98551,3.81923,0.843098,0.020072,27.1333,7.63462,12.5962,4.52051,44.6369,16.0668,0.431222,28.9067,-9555.06
40.1081,0.964884,0.012781,17.1222,2.97521,3.84533,0.949248,0.0159845,21.7696,4.17545,9.34279,3.42667,43.8224,16.205,0.238912,51.0102,-9545.73
47.6575,0.979608,0.0146533,16.5137,3.24588,4.1975,0.956593,0.0225441,20.0589,5.10639,6.9172,3.83862,83.0834,16.3365,0.625533,34.4215,-9544.84
44.6921,0.984416,0.016131,16.6614,3.28549,3.46336,0.903528,0.0155168,23.0454,4.37085,8.64753,5.89412,58.6134,17.1575,0.144276,54.815,-9549.74
38.8818,0.917445,0.0164027,18.8054,3.39967,5.17561,0.979095,0.0103065,22.4315,5.50857,7.23994,4.28697,77.4527,17.5418,0.316318,27.1311,-9548.89
47.0873,0.968946,0.0158219,16.7292,3.30002,5.2654,0.953952,0.0217593,21.538,6.6335,7.83433,3.24463,54.3713,17.0165,0.130627,77.8311,-9547.15
49.4076,0.957028,0.0156912,17.4645,3.49605,4.1957,0.877789,0.0193878,24.5657,6.57799,14.2305,6.14079,45.3465,15.3407,0.522569,47.117,-9552.21
45.5941,0.991407,0.0202456,17.9118,3.7659,4.87165,0.985136,0.00689383,21.3898,3.89676,7.87904,3.87683,84.2788,15.8429,0.24967,67.8134,-9548.75
37.8718,0.890205,0.0116183,18.3528,3.11785,4.48364,0.980573,0.0184185,24.1014,4.74686,13.3938,3.72443,52.5107,18.2929,0.240086,42.6967,-9554.15
46.4327,0.987074,0.0147035,15.6679,3.07358,5.10104,0.969489,0.0113278,22.2842,4.50243,11.8388,3.50521,42.5448,17.9755,0.328475,92.0956,-9547.82
46.6947,0.953728,0.0118569,16.4606,3.272,3.14312,0.947825,0.00774715,24.8283,7.09704,7.88203,2.85678,48.8603,17.5912,0.315252,77.3764,-9548.24
42.7994,0.95634,0.0134035,16.9233,3.19511,4.9445,0.947694,0.0132613,21.3737,4.29171,8.4908,3.77607,53.6046,17.0959,0.0963541,63.0483,-9545.87
46.144,0.892442,0.0128736,16.9511,3.18959,4.4139,0.951364,0.0249448,22.3523,4.11812,14.4446,6.44369,47.127,16.9771,0.301727,74.2506,-9557.36
38.6521,0.940992,0.00930366,17.5856,2.88239,3.39149,0.926616,0.00671777,28.202,4.70151,12.5953,4.39835,41.0051,17.4093,0.267928,117.233,-9553.24
39.67,0.920565,0.00995273,17.3499,2.89025,5.08702,0.943591,0.010004,24.2716,5.69987,10.1146,6.2027,83.0464,17.4853,0.385534,40.0203,-9557.34
49.5525,0.944163,0.0116514,16.2244,3.16981,5.97613,0.935284,0.0190142,19.1958,3.91557,8.82415,3.09352,50.3149,16.7017,0.326838,56.3412,-9550.16
35.0821,0.893049,0.00900413,18.9548,2.86535,3.39083,0.971193,0.00686648,27.3361,5.36405,8.96514,4.99618,65.4929,17.4409,0.305118,60.7103,-9551.34
43.8358,0.886287,0.012145,18.1954,3.36482,3.96452,0.940758,0.00714838,25.6108,5.16985,10.4539,3.3213,46.903,16.544,0.654382,27.144,-9552.57
49.1567,0.944177,0.00747232,16.6025,3.09107,4.70865,0.898309,0.00972582,24.8085,4.24225,10.2391,4.9698,42.8753,16.0252,0.230059,121.119,-9551.96
44.5201,0.984515,0.0138112,16.8479,3.19762,3.65413,0.938424,0.024679,22.7595,6.26483,11.6001,4.19796,50.8916,16.8324,0.558095,24.6947,-9547.58
43.1798,0.962483,0.0137015,16.8334,3.09783,5.13733,0.9433,0.00907414,26.4208,6.19205,8.71943,3.77008,56.5798,15.8776,0.185288,116.8,-9552.4
43.9733,0.93563,0.0115852,17.228,3.04559,3.61163,0.948792,0.0177493,22.1434,4.48815,9.52191,3.62383,54.7856,16.6306,0.519888,31.901,-9546.74
44.9679,0.977707,0.0111674,16.4989,2.93345,4.17091,0.981044,0.00976878,22.686,4.97548,9.292,3.14599,49.3548,16.271,0.292631,101.191,-9544.06
40.3126,0.969044,0.0119554,17.4971,3.08605,3.62777,0.955054,0.00872039,24.9903,5.33455,14.0335,4.7423,43.66,16.9647,0.416222,71.2088,-9545.56
42.7567,0.932059,0.0159547,18.9893,3.60025,3.87792,0.931104,0.0117175,21.7696,3.78708,9.93846,6.23935,47.8924,15.8901,0.143875,79.7598,-9556.36
43.4657,0.905434,0.0130992,17.4253,3.27876,4.16179,0.866238,0.0116796,25.386,4.35202,5.78017,3.06891,105.156,17.0596,0.202397,52.2663,-9553.09
40.6003,0.929243,0.0125371,18.0723,3.06773,3.12547,0.92278,0.0118197,24.2383,3.65636,10.0986,4.24118,45.0727,16.6549,0.300198,39.2137,-9551.74
44.1616,0.935185,0.0140244,17.1152,3.33632,4.73807,0.918733,0.0122255,22.2485,4.37818,10.225,4.06552,53.9029,17.9002,0.248351,52.1106,-9541.35
37.6669,0.933052,0.0136934,18.6085,3.05731,4.78604,0.966202,0.0106814,22.2088,4.20852,8.77721,3.02175,68.8313,17.0569,0.329139,71.609,-9547.05
45.1554,0.884598,0.0128887,17.5993,3.38959,3.53198,0.93393,0.00917425,27.2712,4.87751,7.21006,3.80751,69.2033,17.2047,0.200665,67.6345,-9549.55
42.6802,0.977048,0.0122648,17.3435,3.12028,5.91786,0.907489,0.0119297,25.4174,7.29099,9.41276,3.9028,38.7238,15.43,0.275856,94.5972,-9550.55
41.2921,0.939931,0.00994322,17.3687,3.00399,5.10148,0.888143,0.0286045,24.0881,6.72355,8.79559,3.11617,54.1449,17.1476,0.499072,37.548,-9552.35
35.4131,0.890905,0.0113118,19.292,2.98414,4.19979,0.981536,0.0178068,23.5264,6.02694,9.54575,5.99276,59.9674,16.992,0.116051,83.8878,-9552.65
40.1879,0.94351,0.0112863,17.1494,2.99594,3.2248,0.948068,0.01256,25.2617,4.92284,8.55797,3.97322,82.4969,17.735,0.348942,83.7451,-9549.82
43.7079,0.970965,0.011468,17.134,3.15605,3.80371,0.96296,0.0193074,22.443,4.31714,8.08868,2.51829,62.1802,17.1496,0.120167,99.0222,-9549.2
47.8722,0.958825,0.0161659,17.1297,3.52917,4.77538,0.807751,0.00980133,26.5572,6.97163,7.06876,3.97566,69.5348,16.2314,0.254352,88.2253,-9551
44.8767,0.950861,0.016127,16.5712,3.16803,3.61821,0.943251,0.0196645,20.0625,4.34485,10.0037,4.05004,52.7081,17.3615,0.223121,46.9603,-9543.46
44.2758,0.983626,0.0142832,16.6035,3.24896,4.19206,0.983929,0.0041266,23.8144,6.52685,9.55559,3.7399,68.0818,16.9528,0.242621,64.0248,-9546.38
45.4274,0.855768,0.0148809,18.1775,3.4869,4.11494,0.959473,0.0119024,22.5987,4.46295,9.31943,3.67223,56.7842,16.091,0.65099,37.8454,-9556.44
46.3541,0.965624,0.0128905,16.2145,3.11549,3.80564,0.962317,0.00927513,23.8921,6.74026,10.7322,4.80814,52.4212,17.3173,0.243135,71.3068,-9549.13
38.1276,0.959342,0.0130479,17.5812,3.06227,3.46597,0.95448,0.0134275,22.0122,5.40206,13.6403,3.09097,32.3916,17.559,0.2061,66.7849,-9553.95
39.6325,0.96499,0.00943413,17.4715,2.8843,5.96807,0.911396,0.025405,22.5497,5.60844,11.7694,4.46349,59.5442,16.5045,0.401813,74.0018,-9551.09
44.2757,0.981852,0.0151035,16.7432,3.15393,3.92078,0.976031,0.011732,22.5672,3.27682,10.8344,4.15216,59.5259,16.834,0.299386,79.4229,-9547.71
42.4363,0.915368,0.013934,18.5196,3.21692,5.20422,0.940908,0.0133279,25.9514,5.0142,13.5919,3.82457,37.5699,16.096,0.360321,120.094,-9550.5
39.4913,0.857231,0.0108728,18.5474,2.93588,3.66779,0.948882,0.00966076,26.1553,4.5225,8.15204,2.71845,61.9076,16.2683,0.360278,61.6564,-9554.28
45.1274,0.914467,0.0111935,17.431,3.15588,3.39647,0.870409,0.0177331,25.2328,4.74153,11.4617,3.62389,39.6199,16.7677,0.385958,45.4216,-9545.05
42.2624,0.843881,0.00977089,18.8452,3.26518,4.06595,0.899849,0.00479045,27.1296,4.66723,9.53117,6.0889,59.666,17.007,0.275039,38.7324,-9557.03
46.9313,0.919361,0.0169748,16.172,3.32736,4.47669,0.922727,0.0140822,24.0183,7.5506,10.6883,3.97406,46.0463,18.36,0.439121,49.342,-9550.58
39.2652,0.934411,0.00772506,17.1988,2.74619,4.18363,0.974778,0.0138467,25.6931,5.8116,10.3558,4.56102,60.0247,17.4757,0.332297,56.4579,-9547.24
49.6798,0.909747,0.0134057,16.6472,3.18596,3.37798,0.919777,0.0144752,27.5277,5.73013,8.45744,3.31915,59.4512,16.3978,0.105735,115.018,-9552
49.2603,0.971281,0.0128114,15.8064,3.18336,4.37069,0.935409,0.0129735,24.0576,5.636,7.29083,3.06486,65.3011,17.6823,0.255457,53.9601,-9544.51
42.6574,0.96328,0.011614,15.8281,2.87679,3.18147,0.894595,0.0138561,28.0695,4.71365,9.08967,3.61761,62.2191,18.6666,0.175093,97.453,-9546.95
40.0122,0.979563,0.0157732,18.2161,3.25357,4.38127,0.984242,0.01389,21.6077,4.46275,11.3562,4.05629,56.648,15.5127,0.470727,53.9928,-9550.64
48.3965,0.989667,0.0128255,15.7579,3.03796,4.09974,0.98826,0.0185532,20.9767,5.57315,8.69313,3.38593,44.9811,15.7436,0.436024,63.369,-9556.36
40.964,0.938456,0.0135213,18.5916,3.17375,3.72503,0.895094,0.0122835,25.2845,5.47982,13.081,4.44584,41.045,15.1539,0.373111,84.4221,-9549.55
52.2989,0.980097,0.0101244,14.7051,3.04852,5.14581,0.958284,0.0126692,25.9308,5.76723,10.2745,3.91308,52.5759,17.96,0.252316,107.445,-9551.34
45.9535,0.979521,0.0150612,17.2904,3.22157,5.17129,0.924022,0.0176815,22.0124,6.22488,9.92154,3.38918,76.737,15.7132,0.0814594,67.4184,-9550.67
38.6403,0.954057,0.0128131,16.69,2.84427,5.06423,0.89855,0.0205048,25.0779,5.40018,8.5702,3.39772,59.2334,17.5584,0.466935,40.158,-9554.35
50.7151,0.962115,0.0175091,16.051,3.55072,4.2442,0.944402,0.0226079,23.3721,5.3925,8.54825,4.60063,49.5832,17.3229,0.521113,30.8655,-9549.04
47.3342,0.945347,0.0228195,17.5337,3.76119,3.91665,0.967154,0.0155696,22.2601,4.17213,7.26558,2.81126,53.4464,15.7316,0.352806,31.4497,-9556.14
41.1271,0.956997,0.0152708,18.3758,3.22358,4.22822,0.955466,0.00608954,24.597,7.3433,10.7274,4.3224,42.3206,15.6996,0.122467,53.2123,-9547.07
44.5263,0.893891,0.00933659,17.7901,3.12329,3.25975,0.864339,0.0216523,25.7804,6.93087,12.8133,4.0249,45.4027,16.5898,0.135234,53.2659,-9551.74
49.7662,0.935445,0.00960796,15.3026,3.029,3.34116,0.933296,0.0148388,24.2521,4.60071,9.30583,3.70964,41.8649,17.5487,0.502658,27.6414,-9546.97
40.0219,0.964608,0.0113377,16.8736,2.9047,4.44626,0.953709,0.0153729,23.1637,4.88697,11.1319,4.46601,56.2883,17.0994,0.298894,52.3472,-9544.47
45.4855,0.964966,0.0183566,17.6668,3.63792,6.24292,0.825198,0.00845462,23.2524,3.95443,13.0299,4.70742,44.984,16.8604,0.189826,139.415,-9552.17
48.8098,0.893984,0.0139657,17.2148,3.638,4.27328,0.978605,0.00733081,25.7976,6.33911,12.1911,4.43168,50.0153,16.7727,0.19403,117.506,-9550.54
47.428,0.96171,0.0149273,16.9171,3.47685,6.06215,0.880805,0.00909956,25.8897,7.18116,10.7449,5.37344,52.4309,16.3152,0.156047,152.617,-9555.47
41.3194,0.896009,0.0107908,17.4663,3.00337,3.35369,0.920612,0.0101305,24.6687,3.23814,10.3772,5.60921,42.9751,16.7292,0.173065,131.498,-9556.23
44.0148,0.866153,0.0113925,18.384,3.24308,3.72246,0.927088,0.00641284,27.8331,4.56587,13.062,5.50535,37.716,16.2959,0.319181,98.4166,-9551.03
46.7026,0.920491,0.00997837,16.4403,3.11101,4.63707,0.891138,0.0107329,22.6384,3.01173,10.135,6.14892,44.7081,17.2038,0.109446,53.8589,-9558.94
39.1997,0.915651,0.0128289,18.8811,3.13693,3.82757,0.863134,0.00530499,28.6761,5.63274,8.70007,3.89691,45.7269,16.3382,0.171323,72.8689,-9555.15
49.2025,0.962356,0.0146042,16.2933,3.37406,4.89279,0.966403,0.016797,20.1268,4.51577,8.8651,3.20367,54.4978,17.7019,0.276074,63.3739,-9546.11
56.8691,0.982,0.0108727,14.3923,3.19224,4.05462,0.944301,0.0119335,21.9555,3.81973,7.92859,2.84357,47.8121,16.6481,0.318649,36.5042,-9555.47
40.779,0.915851,0.0176949,18.9385,3.52582,5.08668,0.842062,0.0189974,25.3736,9.21919,9.2364,2.80466,59.067,16.3144,0.283474,67.941,-9553.22
52.0133,0.981559,0.0111352,15.2689,3.1614,3.53196,0.971844,0.0130229,22.1305,4.75441,9.50637,3.58451,48.6581,16.8178,0.215773,60.965,-9543.57
38.6903,0.879042,0.0126284,19.0152,3.18634,3.66598,0.944607,0.00958037,24.5565,3.36213,8.77617,3.16791,74.082,16.9022,0.178861,63.2214,-9554.93
38.248,0.924706,0.00799189,17.7289,2.93023,3.83036,0.955303,0.00564213,24.7147,4.42674,11.2853,3.08233,61.3163,17.5461,0.515859,37.8081,-9553.59
46.4559,0.875023,0.0135181,17.8127,3.41458,4.1048,0.942995,0.0172095,23.2135,5.19179,7.74634,3.53652,48.1103,17.7754,0.63691,31.8479,-9547.69
40.0575,0.867596,0.011269,18.4162,3.11045,4.41754,0.954964,0.0152022,22.9306,5.5139,8.22816,2.19933,59.231,17.0251,0.564424,44.9044,-9557.23
44.4952,0.889724,0.0104306,18.0915,3.18009,3.77027,0.920391,0.010733,24.3677,4.02663,10.5822,2.99581,42.3429,15.5024,0.474227,37.5223,-9549.71
50.086,0.957685,0.0089966,15.3147,2.91255,6.02848,0.938917,0.0317299,21.478,6.27534,15.1388,4.52419,40.2478,17.7688,0.231435,114.389,-9550.64
39.3015,0.872299,0.0149712,20.8711,3.61646,3.53328,0.960612,0.0137069,24.5576,4.62983,9.10391,3.29001,59.6602,14.9474,0.72343,28.2456,-9554.68
43.6418,0.930951,0.012971,18.0565,3.25497,4.03146,0.930693,0.0176709,23.5883,5.20756,7.43157,4.25746,56.1097,15.4461,0.287793,31.7518,-9546.43
48.7063,0.90899,0.0151442,16.435,3.42692,3.57821,0.95948,0.0168414,23.8399,4.4531,8.43459,3.66085,68.8139,18.6648,0.265927,106.834,-9548.87
50.5036,0.951803,0.0147483,16.9067,3.31796,3.76879,0.967276,0.0142562,23.0031,5.17795,6.56034,2.84943,45.9812,15.3012,0.396773,48.8611,-9547.95
42.1741,0.902021,0.0104376,17.9809,3.07164,4.2508,0.926484,0.0121892,23.0158,5.26885,7.63096,4.43138,53.1253,16.7665,0.235855,27.1073,-9552.58
47.8876,0.971664,0.012102,16.1782,3.00011,4.75264,0.928571,0.00496961,26.6616,4.60269,10.7144,3.47266,43.74,15.8242,0.366717,76.0176,-9558.84
47.8854,0.893059,0.017731,17.6008,3.6781,4.3345,0.823718,0.012493,24.5406,6.89081,8.0917,3.2695,45.5494,16.15,0.30347,29.6891,-9553.13
45.4029,0.929428,0.0133907,16.7504,3.23349,5.43593,0.921083,0.0140211,21.0911,4.55905,10.6643,3.98223,50.6797,16.9007,0.310343,69.7794,-9546.98
45.7583,0.952439,0.0166792,17.1237,3.27293,4.70722,0.899122,0.0104534,23.6394,6.15823,7.73265,3.12041,51.1127,15.7318,0.227669,66.1321,-9545.25
48.4898,0.977526,0.0131252,15.5017,2.94828,3.94406,0.892292,0.0148467,22.5382,5.18817,11.5917,4.53189,46.8458,15.6083,0.0732213,60.3476,-9550.34
42.4302,0.918922,0.00801836,16.819,2.77063,4.3089,0.984028,0.0104693,21.4528,4.8516,8.21441,3.03349,53.8294,17.0554,0.257297,39.0329,-9551.72
44.4295,0.961168,0.0109837,16.6877,2.99484,5.60065,0.864825,0.00948281,26.1597,6.56173,14.5443,3.393,38.1436,16.281,0.232328,140.324,-9551.73
44.5552,0.92008,0.0151291,17.693,3.36578,4.56984,0.931521,0.014483,24.3979,3.37316,12.3945,4.14775,30.9661,15.2835,0.355209,116.698,-9554.1
52.2455,0.935365,0.0124449,15.7128,3.31552,5.31112,0.926513,0.0095609,21.785,3.78962,9.76507,2.70538,42.5657,16.9645,0.267884,128.308,-9554.74
46.1592,0.918157,0.0137841,16.5558,3.37469,4.23257,0.918321,0.0132418,24.0019,5.35896,12.9448,5.68968,35.6979,19.6617,0.198862,113.839,-9552.75
40.8039,0.966191,0.00920133,17.1618,2.90241,2.853,0.904536,0.0108499,27.7586,5.54754,8.90431,2.46136,51.2828,15.5261,0.469804,40.1444,-9551.73
51.2508,0.827428,0.0121191,17.9534,3.41663,3.77341,0.918976,0.0100648,27.1699,5.72688,12.0495,3.421,32.3972,15.4878,0.597048,34.1554,-9553.74
37.697,0.958523,0.0112194,18.6268,2.96586,4.27197,0.956402,0.0165436,21.625,5.32765,7.59039,4.02712,66.0717,16.157,0.599347,26.4403,-9548.58
43.7386,0.934623,0.0134913,17.0249,3.18361,3.26314,0.96139,0.0127349,23.6991,5.13157,8.24992,3.11664,75.7581,18.1172,0.383969,28.9798,-9543.68
47.6166,0.936759,0.0160837,17.191,3.44629,3.73055,0.977541,0.0146702,21.8661,4.54727,10.8144,4.22158,50.5426,16.2117,0.252672,96.7746,-9543.92
39.7084,0.984749,0.0134244,17.1388,2.94444,3.85327,0.852735,0.0119814,26.3235,7.39598,7.59798,2.96878,62.6084,16.4486,0.13752,91.0387,-9550.22
49.0092,0.913494,0.0126367,16.5579,3.23319,3.93876,0.977617,0.00966025,23.3747,5.8049,7.80587,4.81204,59.803,16.8128,0.118462,64.0402,-9549.09
47.4273,0.896098,0.0168202,19.0543,3.68118,3.18132,0.97608,0.0117224,24.724,3.448,15.1305,5.33402,29.9002,14.717,0.561097,90.1178,-9568.67
48.618,0.916876,0.0118327,17.291,3.22302,5.70812,0.907755,0.0126795,24.4931,5.9456,11.2142,3.81005,36.3659,15.749,0.340838,115.794,-9550.49
50.8531,0.989681,0.0162528,16.0843,3.36169,5.34,0.957101,0.0114042,22.5009,4.11537,11.0457,3.65199,49.0158,16.0388,0.228963,116.592,-9548.66
44.5434,0.996625,0.0105994,16.1732,3.01588,5.26361,0.990631,0.0138339,20.0708,6.25966,10.6653,5.08864,64.0295,18.3503,0.356547,28.7564,-9546.32
43.9559,0.964105,0.00963341,16.4085,2.91887,3.25855,0.922409,0.0123839,23.3176,3.81192,10.551,3.61329,50.5902,16.7599,0.229402,71.6311,-9543.48
43.8481,0.88782,0.00929791,17.5882,3.07467,6.25616,0.935166,0.00665578,25.8615,4.37885,12.2616,4.27159,40.0036,15.9258,0.286187,140.343,-9555.36
45.7774,0.887515,0.0163505,17.1478,3.37932,5.30939,0.952869,0.00503331,24.2518,6.6091,8.37058,3.20349,61.775,17.6195,0.151422,122.804,-9548.14
42.2779,0.95001,0.0162136,18.2639,3.41582,3.92442,0.98281,0.0066068,24.4331,4.79643,11.5333,4.54558,42.9901,15.481,0.378329,103.194,-9551.73
39.1858,0.877342,0.00992655,18.476,2.949,6.47926,0.982948,0.0133794,24.0589,4.74663,15.59,7.02907,31.9684,16.5895,0.208853,157.63,-9558.55
47.6492,0.80692,0.0154113,18.4015,3.66427,4.34901,0.952785,0.0143992,23.3069,5.20681,9.7573,6.27134,43.6009,17.6517,0.334208,46.3107,-9551.76
38.0194,0.910824,0.0126691,18.0903,3.02045,4.40945,0.950466,0.00516006,23.1951,3.88363,10.3382,4.26522,61.0664,18.0034,0.702271,25.6305,-9547.61
44.0394,0.943049,0.0122491,17.2092,3.0873,3.87751,0.927072,0.0112314,24.1295,4.19032,10.3611,3.83103,50.2553,16.2942,0.425225,54.1877,-9544.02
40.0747,0.916838,0.013096,18.3462,3.28751,4.23813,0.935842,0.00897288,24.7274,6.01611,9.72626,4.23021,54.6432,16.2567,0.317214,18.2945,-9557
41.5404,0.925641,0.0137017,17.4798,3.23328,3.81647,0.888168,0.0140006,23.9095,5.33082,7.72623,3.86959,77.8333,17.8248,0.36992,38.696,-9547.23
46.7377,0.974483,0.0112173,15.4877,2.90453,5.80149,0.980606,0.0227492,21.3677,6.37481,8.57739,2.67217,42.3795,16.4661,0.150737,167.455,-9556.65
41.8742,0.933237,0.00977818,17.5186,3.10015,5.76428,0.950904,0.0194728,22.5698,4.71071,14.5369,5.65502,48.856,17.7134,0.201739,120.8,-9553.22
48.9328,0.923504,0.0140978,16.4044,3.16685,4.6024,0.873746,0.00617277,26.1997,5.36273,8.57771,3.20016,59.5507,15.6526,0.177753,83.7481,-9550.79
44.1825,0.926479,0.0115445,16.8967,3.04186,4.67681,0.953621,0.0087516,23.8622,5.09642,8.71117,3.32687,61.0799,16.9623,0.356745,43.8187,-9541.79
47.783,0.959181,0.0166939,16.8412,3.46987,4.55448,0.940654,0.00706131,23.0044,4.33913,10.5949,4.1564,46.0573,16.5338,0.386631,27.6907,-9547.74
35.9596,0.891748,0.0116498,19.1921,3.14239,4.23169,0.937715,0.00863354,25.2995,6.6054,14.6148,4.07461,37.2544,17.8006,0.262144,66.4486,-9549.81
41.1666,0.867404,0.0167443,18.6433,3.38066,3.15755,0.924164,0.00730724,29.0479,8.21725,7.32719,3.24499,54.4236,18.5129,0.174231,85.8583,-9552.82
42.9107,0.976199,0.00838222,16.6063,2.87436,3.82094,0.972836,0.00879247,24.7504,5.52832,11.6297,4.903,60.3391,17.7758,0.274752,30.242,-9547.98
42.1223,0.918646,0.0110156,17.9911,3.23719,3.53074,0.94574,0.0154276,26.8582,4.34554,11.7643,5.24589,37.2403,16.9824,0.147837,47.1222,-9556.78
48.713,0.957385,0.0194398,16.4316,3.48296,5.04191,0.940169,0.0267408,20.0924,6.79623,11.5107,4.81889,47.3407,17.6697,0.445195,50.4654,-9549.3
44.4886,0.971436,0.0141805,17.4619,3.33169,3.83144,0.87235,0.0111849,21.5387,3.75578,8.54341,4.56614,71.1348,15.8418,0.565116,42.6192,-9551.12
47.4023,0.914462,0.0129225,17.165,3.27443,4.04473,0.914247,0.012851,23.6975,5.35366,8.77736,2.54658,57.1055,16.0047,0.777958,33.9873,-9548.91
44.0632,0.906787,0.012727,17.9374,3.3598,3.73351,0.8963,0.00821885,27.5405,4.93068,12.174,2.79182,42.1008,16.8415,0.729201,29.6417,-9553.51
41.8496,0.963453,0.0080198,16.6536,2.86169,2.89185,0.938081,0.00845833,22.3274,2.74005,9.75095,4.57786,60.8131,16.9208,0.326313,91.008,-9551.97
42.3971,0.968324,0.0108591,18.1252,3.0599,5.6667,0.895763,0.0159887,24.5939,6.77031,8.1614,3.74175,62.5321,14.8775,0.228062,108.036,-9550.34
50.9234,0.963811,0.0160332,16.7476,3.47097,4.38433,0.918375,0.0143256,23.3093,5.50131,7.56929,3.8038,57.5357,15.8784,0.130015,94.8787,-9552.36
45.6203,0.986731,0.0165379,17.3154,3.38314,5.07779,0.898272,0.0168387,21.6163,4.70718,10.8234,4.03006,45.2547,16.6546,0.240024,107.114,-9550.31
49.1601,0.90191,0.0123188,15.8906,3.17166,3.23971,0.967661,0.0151742,24.5211,6.02245,12.4628,4.66587,32.9772,19.62,0.199415,79.1541,-9553.35
50.2309,0.897167,0.00895986,16.0646,3.13133,3.62702,0.974722,0.0075985,25.0938,4.28699,9.49655,4.00113,54.3083,17.2785,0.236073,72.405,-9547.32
37.3407,0.968026,0.0121528,18.9893,3.01095,4.29231,0.91416,0.0116173,24.8049,3.60962,14.6859,4.2936,33.806,15.013,0.309389,113.492,-9555.09
49.5715,0.929074,0.0107117,15.7604,3.09021,3.68902,0.933228,0.0153497,24.4809,4.70954,9.63953,3.49441,41.7669,17.8953,0.384813,31.4512,-9546.71
48.5349,0.920436,0.0170358,16.5215,3.4256,5.40629,0.899402,0.00475334,19.3378,2.7931,9.22683,3.94078,43.0211,16.9952,0.497956,37.4504,-9556.44
43.7627,0.938146,0.0137132,17.9335,3.30219,4.94907,0.9243,0.00774318,19.7868,3.56714,9.75489,4.06015,52.0906,16.3742,0.213723,59.0314,-9551.36
46.4016,0.870124,0.0144519,17.9345,3.42506,4.38306,0.946673,0.0157838,23.8931,7.53089,10.8625,4.92831,58.1939,17.1756,0.163604,47.9834,-9546.68
42.3417,0.951776,0.00594499,17.6575,2.87656,4.02562,0.977204,0.00513679,25.7216,6.05812,7.20092,4.24213,77.7557,16.4316,0.120074,52.8406,-9557.61
39.0575,0.877732,0.0127897,18.9835,3.11787,4.37686,0.869054,0.0180557,24.8332,6.30432,8.98964,5.93312,35.4292,15.9088,0.303944,49.9138,-9558.02
39.4745,0.877637,0.0103141,19.1071,3.12299,3.73205,0.92881,0.0112479,27.5375,6.9044,11.05,4.84808,45.5529,15.4796,0.202563,51.2346,-9551.38
45.4729,0.916096,0.0202164,17.9931,3.71489,4.69533,0.94072,0.0141954,23.2203,6.72329,8.18627,7.24407,66.2319,16.9084,0.395397,14.9426,-9555.78
43.7588,0.871425,0.0122814,17.3017,3.21621,5.26571,0.948774,0.0227077,21.738,4.34854,11.1875,3.46093,49.1404,18.2038,0.228058,96.3832,-9549.76
46.4572,0.905435,0.015251,17.9746,3.47524,3.72284,0.908062,0.015274,22.8273,3.82531,9.19584,3.52475,58.7015,15.2597,0.177169,76.2495,-9549.45
44.8905,0.8726,0.0147422,18.1601,3.33141,5.22678,0.91414,0.00825394,24.1702,4.27317,13.9198,3.49537,34.7889,16.3677,0.258448,124.529,-9547.63
48.2989,0.956203,0.00828194,15.639,2.88044,4.07334,0.89272,0.0156207,25.91,5.05777,9.12155,4.36454,54.2052,16.4578,0.144271,80.6062,-9548.21
40.7025,0.972156,0.015495,16.5713,3.06596,5.02285,0.978235,0.0237189,18.3044,3.46799,9.29785,3.5789,63.4623,18.9328,0.529993,34.0062,-9550.6
41.7179,0.979069,0.0131399,17.0908,3.07281,5.95365,0.972454,0.0210448,18.2766,4.30982,9.10276,3.79141,60.2895,16.889,0.181943,85.689,-9545.75
52.8505,0.944784,0.0160356,15.5081,3.39399,3.88869,0.948571,0.0192094,23.9061,4.45172,8.09915,3.35417,55.6646,17.2881,0.0872849,94.3244,-9553.48
40.8766,0.941284,0.0120812,17.1498,2.99586,3.79853,0.998367,0.0148333,25.0149,6.75072,8.04449,3.39046,65.1594,17.4259,0.314133,55.9809,-9556.48
48.8864,0.958853,0.0129158,15.9159,3.19187,3.83596,0.917875,0.00836132,25.0342,6.15276,7.56888,2.49577,74.2637,16.9783,0.321051,73.2708,-9549.43
43.8242,0.922728,0.0132836,18.2989,3.40621,4.72074,0.975704,0.0159601,22.1636,6.60229,6.68934,2.70568,62.3105,17.1287,0.0770124,51.0288,-9551.76
45.1086,0.904067,0.0165291,17.9396,3.55559,5.09893,0.981104,0.0110125,21.1376,5.0523,7.19969,3.99626,64.9622,17.4657,0.316058,28.0905,-9546.22
46.9901,0.986557,0.00919322,16.4398,2.99691,3.29718,0.933264,0.0154596,22.8158,4.36067,13.8171,4.54247,34.7862,15.7213,0.375311,54.9024,-9555.48
40.777,0.886575,0.0111931,17.0947,2.96844,2.83269,0.970329,0.0185949,24.4791,3.74165,8.82803,4.01737,49.8733,18.0539,0.246409,57.1729,-9549.68
